experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479215480	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"hi"	2.738	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479221126	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"hi"	1.429	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479232098	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"what are you doing"	7.997	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479250232	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"waiting for you to tell me the species"	13.935	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479296169	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"next what"	3.397	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479309500	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"?"	0.262	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479332466	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"nothing"	2.565	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479365359	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	"so what is the species like?"	6.729	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479444203	explorer	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	1	"auxious"	3.709	chatMessage
mp-game-6	pilot	3028-b4d64c09-4eef-4a10-a618-b01907a0fd06	1547479595129	student	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	1	"hi are you still there?"	7.154	chatMessage
