experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	quantifier_present	numerics_present	every	numerous	no	each	some	neither	many	lot of	number of	lots of	not much	whole	a large number of	a lot of	plenty of	either	few	none	most	all	several	not many	little	small number of	half	much	any	five	2	seven	7	12	six	1.	120	25	four	3	/	eight	90	10	75	2.	95	1/2	1h	34	15	9	6	2/3	100	9/10	flower:4	85	three	1	(	twelve	one	26	0	4	5	)	two	20
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	hi	3.0189999999999997	chatMessage	S	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	student	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	hi	2.119	chatMessage	S	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	student	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	what are ollers?	4.927	chatMessage	M	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	student	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	how do they look like?	9.689	chatMessage	M	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	the ollers are fishes with teeth  white stripes	39.882	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	white stripes on the back	11.82	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	they can be any color	5.565	chatMessage	I	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	as long as they have the white stripes	9.497	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	student	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	OK.arethey difficult to find?	26.159000000000002	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1536-f228c16b-ed6d-45d3-a262-a6922de05270	1547740000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	0	yes	1.145	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
