experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	12	bugs with purple legs and white heads	bugs_purple_legs_white_heads	0	Oller's have white heads and purple feet.	9.222999999999999	chatMessage	I	G
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	12	bugs with purple legs and white heads	bugs_purple_legs_white_heads	0	They must have both to be a oller	7.186	chatMessage	I	G
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	12	bugs with purple legs and white heads	bugs_purple_legs_white_heads	0	it doesn't matter if it has wings or tentacles, it MUST have a white head and purple feet	24.416	chatMessage	I	G
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	student	12	bugs with purple legs and white heads	bugs_purple_legs_white_heads	0	Okay, thank you. Anything else?	8.007	chatMessage	F	?
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	12	bugs with purple legs and white heads	bugs_purple_legs_white_heads	0	That's it!	7.9670000000000005	chatMessage	F	A
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	32	Tree with (orange berries and purple trunks) or white leaves	trees_orange_berries_purple_trunks_or_white_leaves	1	Zorbs have leaves and berries on them	11.786	chatMessage	I	G
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	32	Tree with (orange berries and purple trunks) or white leaves	trees_orange_berries_purple_trunks_or_white_leaves	1	but the leaves have to be white, not colored.	12.267999999999999	chatMessage	I	G
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	32	Tree with (orange berries and purple trunks) or white leaves	trees_orange_berries_purple_trunks_or_white_leaves	1	if the leaves are colored, it is not a zorb.	11.377	chatMessage	I	C
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	explorer	32	Tree with (orange berries and purple trunks) or white leaves	trees_orange_berries_purple_trunks_or_white_leaves	1	make sure they have leaves and little circle berries and the leaves are white	14.879000000000001	chatMessage	I	I
mp-game-6	pilot	8308-baa7f050-9990-456d-a630-d3b0f9077966	1550000000000.0	student	32	Tree with (orange berries and purple trunks) or white leaves	trees_orange_berries_purple_trunks_or_white_leaves	1	What about the berries? Any color?	30.82	chatMessage	F	?
