experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	looks like most of them have orange of some kind, but not all of them.	10.632	chatMessage	I	Q
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	What information did they give	8.51	chatMessage	F	?
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	i have a listing of all the creatures that are and aren't zorb's.  it's kind of random.	23.335	chatMessage	F	O
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	anything else identifying them	11.194	chatMessage	F	?
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	it's random., really.	18.351	chatMessage	F	O
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	okay, should we continue?	10.017999999999999	chatMessage	F	?
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	sure.	0.408	chatMessage	F	A
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	1	none had flowers with colors	4.088	chatMessage	I	Q
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	1	berries, yes, flowers, no.	3.783	chatMessage	I	Q
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	student	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	1	Okay, any colors	5.251	chatMessage	F	?
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	1	green, red, yellow, white	12.279000000000002	chatMessage	F	E
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	student	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	1	anything else?	2.416	chatMessage	F	?
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	1	Nope!	0.703	chatMessage	F	A
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	student	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	1	okay, im pressing continue	5.662000000000001	chatMessage	F	A
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	2	White has to be the stripes.	7.192	chatMessage	I	O
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1550000000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	2	Needs to have long whiskers	8.224	chatMessage	I	O
