experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	hey	0.455	chatMessage	S	
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	hello 	1.015	chatMessage	S	
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	from my view, I think that zorbs have the following features.	16.642	chatMessage	I	O
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	1. the feathers on the head and tail are the same colors	19.8	chatMessage	I	L
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	or 2. the creature had an orange wing.	10.517000000000001	chatMessage	I	L
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	What color is on the tail and head ?	12.264000000000001	chatMessage	F	?
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	it was either purple or orange	11.793	chatMessage	F	EO
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	from my observation, when they were both the same color, the creature was a zorb	14.685	chatMessage	F	C
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	or if the creature had an orange wing.	7.476	chatMessage	F	C
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	Anything else you can tell me about zorbs ?	14.640999999999998	chatMessage	F	?
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	that was all I observed as the features of the zorbs	9.471	chatMessage	F	A
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	31	birds with (purple crests and purple tails) or orange wings	birds_purple_crests_purple_tails_or_orange_wings	0	thank you i learned alot about the zorbs 	7.058	chatMessage	F	A
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	1	flowers with thorns	flowers_thorns	1	ok, so for morseth, the main feature I saw was thorns/spikes coming out of the stem of the plant	20.516	chatMessage	I	G
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	1	flowers with thorns	flowers_thorns	1	Anything else i should know about them ?	6.744	chatMessage	F	?
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	1	flowers with thorns	flowers_thorns	1	that was the main distinguishing feature of the morseth	9.039	chatMessage	F	O
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	2	an oller is a fish that has white stripes and hanging whiskers.	12.855	chatMessage	I	G
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	2	be careful not to confuse the whiskers with the hanging tooth.	10.152000000000001	chatMessage	I	I
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	2	anything else i should know about them ?	9.506	chatMessage	F	?
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	11	fish with white stripes and whiskers	fish_white_stripes_whiskers	2	white stripes on the tail	6.066	chatMessage	F	G
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	21	bugs with purple wings or white legs	bugs_purple_wings_or_white_legs	3	i couldn't really figure out any distinguishing features of a kwep	12.579	chatMessage	I	O
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	21	bugs with purple wings or white legs	bugs_purple_wings_or_white_legs	3	okay :(	1.84	chatMessage	F	A
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	4	luzak seems like a tree with a colored or white trunk with white leaves	112.015	chatMessage	I	G
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	explorer	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	4	remember the leaves must be white.	6.492000000000001	chatMessage	I	I
mp-game-6	pilot	8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	1550000000000.0	student	41	trees with (orange trunks or berries) and white leaves	trees_orange_trunks_or_berries_white_leaves	4	Okay thank you for the tip	3.5589999999999997	chatMessage	F	A
