experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547848998353	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"I found that the following were zorbs: totally white."	32.366	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849017009	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"Orange body/white feathers"	13.28	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849052591	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"orange face and body/purple wing"	13.539	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849083590	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"purple body/no head feathers"	25.738	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849101222	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"purple body/all white feathers"	13.29	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849113829	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"do you know the other creatures names or that they are all zorbs?"	16.511	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849143193	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"purple body/white tail feathers. The only ones that had names were the zorbs,"	34.181	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849150392	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"ok"	0.37	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849160111	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"all white.orange feather"	9.703	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849184194	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"I think one had a purple face and a white body."	22.678	chatMessage
mp-game-6	pilot	9619-f503d285-9817-4bd7-8e94-9ca838db553f	1547849190709	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	"I thing that is all of them."	4.85	chatMessage
