experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	quantifier_present	numerics_present	every	numerous	no	each	some	neither	many	lot of	number of	lots of	not much	whole	a large number of	a lot of	plenty of	either	few	none	most	all	several	not many	little	small number of	half	much	any	five	2	seven	7	12	six	1.	120	25	four	3	/	eight	90	10	75	2.	95	1/2	1h	34	15	9	6	2/3	100	9/10	flower:4	85	three	1	(	twelve	one	26	0	4	5	)	two	20
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	3	fish with whiskers	fish_whiskers	0	Morseth's have long whiskers coming out of their faces.	15.689	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	3	fish with whiskers	fish_whiskers	0	Do Morseth's have tails?	5.075	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	3	fish with whiskers	fish_whiskers	0	yes, but focus more on the whiskers.	8.056000000000001	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	3	fish with whiskers	fish_whiskers	0	Ok 	7.699	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	3	fish with whiskers	fish_whiskers	0	Do they have a lot of whiskers or only a couple?	12.253	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	3	fish with whiskers	fish_whiskers	0	They have about 3 or four coming down. They should be the only species with whiskers.	17.261	chatMessage	F	False	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	3	fish with whiskers	fish_whiskers	0	Are there any other significant traits known at this time?	25.289	chatMessage	F	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	3	fish with whiskers	fish_whiskers	0	Not that I noticed. The color changes and the stripes change.	20.177	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	3	fish with whiskers	fish_whiskers	0	Ok great thank you.	6.034	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	13	bugs with wings and antennae	bugs_wings_antennae	1	What are we looking for this time?	7.435	chatMessage	S	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	13	bugs with wings and antennae	bugs_wings_antennae	1	Oller's must have two antennas and a set of butterfly wings. Color doesn't matter. 	61.306000000000004	chatMessage	I	False	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	13	bugs with wings and antennae	bugs_wings_antennae	1	Sounds good! Anything else that would be helpful to know?	12.007	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	13	bugs with wings and antennae	bugs_wings_antennae	1	Nope. The shape is the same for all of them. Just focus on the wings and antennae.	61.111999999999995	chatMessage	F	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	13	bugs with wings and antennae	bugs_wings_antennae	1	Great, thanks.	4.184	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	43	flowers with (purple stems or thorns) and white centers	flowers_purple_stems_or_thorns_white_centers	2	I've got be honest, I'm not seeing a lot of patterns in this one.	9.38	chatMessage	M	False	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	43	flowers with (purple stems or thorns) and white centers	flowers_purple_stems_or_thorns_white_centers	2	Luzak's look like a flower.	22.691	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	43	flowers with (purple stems or thorns) and white centers	flowers_purple_stems_or_thorns_white_centers	2	Well the last round didn't go well I only got 4 out of 34 so this should be super promising. lol	36.259	chatMessage	M	False	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	43	flowers with (purple stems or thorns) and white centers	flowers_purple_stems_or_thorns_white_centers	2	Thanks for trying.	6.721	chatMessage	M	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	23	birds with orange crests or purple wings	birds_orange_crests_or_purple_wings	3	I give up. I don't see a pattern for this one either. I wonder if they are just testing to see how frustrated I get.	24.861	chatMessage	I	True	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	student	23	birds with orange crests or purple wings	birds_orange_crests_or_purple_wings	3	That is quite possible since I'm pretty positive I selected all the right ones in the second round and they still only said 4 were correct. Wings and antennas are pretty specific I thought.	57.17	chatMessage	F	True	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547830000000.0	explorer	23	birds with orange crests or purple wings	birds_orange_crests_or_purple_wings	3	Good. I'm glad it's not just me.	11.543	chatMessage	S	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
